year,symbol,marketCap,NetIncomeLoss,OperatingIncomeLoss,ResearchAndDevelopmentExpense,GeneralAndAdministrativeExpense,Revenues,CostOfGoodsSold,SalesRevenueGoodsNet,SalesRevenueNet,PaymentsToAcquirePropertyPlantAndEquipment,NetCashProvidedByUsedInOperatingActivities,CommonStockValue,CashAndCashEquivalentsAtCarryingValue,operatingMargin
2017,CBIO,,-21561000.0,-21822000.0,12847000.0,9993000.0,,,,,23000.0,,,14472000.0,-21.4361
2018,CBIO,,-30055000.0,-33822000.0,21474000.0,12354000.0,,,,,376000.0,-28553000.0,,,-5637.0
2019,CBIO,,-55178000.0,-57277000.0,43859000.0,13418000.0,,,,,64000.0,-43613000.0,,,
2020,CBIO,121.3467,,,,,,,,,,,,,
2015,CBLI,,,-10791030.0,7143293.0,6355962.0,,,,,,,54932.0,5918424.0,-3.9845
2016,CBLI,,,-6355850.0,6496122.0,3378130.0,,,,,,,54932.0,6901816.0,-1.8065
2017,CBLI,,,-5600810.0,5048423.0,2500749.0,,,,,,,56395.0,4200000.0,-2.8746
2018,CBLI,,,-4799906.0,3619103.0,2318990.0,,,,,,,56487.0,3617234.0,-4.2171
2019,CBLI,,-3114987.0,-2552055.0,1656427.0,1817830.0,,,,,,-2663389.0,,,-2.1203
2020,CBLI,33.84261,,,,,,,,,,,,,
2015,CBMG,,,,,,,,,,,,,,-8.3215
2016,CBMG,,,,,,,,,,,,,,-45.2524
2017,CBMG,,,,,,,,,,,,,,-81.8733
2018,CBMG,,,,,,,,,,,,,,-180.5069
2019,CBMG,,-49984054.0,-50992184.0,37669978.0,13458151.0,339920.0,,,,,-39649983.0,20360.0,15443649.0,-150.0123
2020,CBMG,357.7611,,,,,,,,,,,,,
2015,CBPO,,,,,41391520.0,,,,,,,,144937893.0,0.4472
2016,CBPO,,,,,54519122.0,,,,,,,,183765533.0,0.4216
2017,CBPO,,,,,,,,,,,,,,0.3668
2018,CBPO,,,,,,,,,,,,,,0.3131
2019,CBPO,,,,,,,,,,,,,,0.3249
2020,CBPO,4366.923,,,,,,,,,,,,,
2015,CCXI,,-47305000.0,,,,,,,,218000.0,,44000.0,12823000.0,
2016,CCXI,,-39963000.0,,,,,,,,304000.0,,48000.0,12024000.0,-3.4118
2017,CCXI,,17859000.0,,,,,,,,723000.0,,49000.0,40020000.0,0.1999
2018,CCXI,,,,,,,,,,838000.0,16436000.0,51000.0,28088000.0,-0.9392
2019,CCXI,,-55489000.0,,,,,,,,790000.0,-70123000.0,,,-1.6138
2020,CCXI,4050.879,,,,,,,,,,,,,
2015,CDMO,,,,,,,,,,,,,,-1.8856
2016,CDMO,,,,,,,,,,,,,,0.0786
2017,CDMO,,,,,,,,,,,,,,0.0224
2018,CDMO,,-21813000.0,-20638000.0,,,53621000.0,,,,3019000.0,-26766000.0,,,-0.3849
2019,CDMO,,-4215000.0,-5622000.0,,,53603000.0,,,,1502000.0,-11595000.0,,,-0.1049
2020,CDMO,464.1429,,,,,,,,,,,,,-0.1832
2015,CDNA,,-13707000.0,-11932000.0,9333000.0,12247000.0,28144000.0,,,,1199000.0,,,29888000.0,-0.424
2016,CDNA,,,,,,,,,,549000.0,,,17258000.0,-0.9188
2017,CDNA,,-55469000.0,-20294000.0,12388000.0,18913000.0,48324000.0,9026000.0,14634000.0,,186000.0,,,16895000.0,-0.42
2018,CDNA,,-46756000.0,-15578000.0,14514000.0,21959000.0,,,,,2035000.0,-4007000.0,,,-0.2789
2019,CDNA,,,24532000.0,30711000.0,36540000.0,,,,,,2769000.0,,,-0.1931
2020,CDNA,2457.006,,,,,,,,,,,,,
2015,CDTX,,-32193000.0,-32313000.0,23475000.0,8838000.0,,,,,1170000.0,,,62562000.0,
2016,CDTX,,-48165000.0,-48436000.0,35699000.0,12737000.0,,,,,401000.0,,2000.0,85367000.0,
2017,CDTX,,-55728000.0,-55721000.0,42823000.0,12898000.0,,,,,306000.0,,2000.0,60813000.0,
2018,CDTX,,-59016000.0,-63285000.0,49142000.0,14143000.0,,,,,177000.0,-56705000.0,3000.0,74562000.0,
2019,CDTX,,-41092000.0,-41724000.0,46401000.0,16238000.0,,,,,35000.0,-28532000.0,3000.0,50268000.0,-1.9949
2020,CDTX,130.1664,,,,,,,,,,,,,
2015,CELC,,,,,,,,,,,,,,
2016,CELC,,,,,,,,,,,,,,
2017,CELC,,-6251730.0,-5952945.0,4980427.0,972518.0,,,,,239848.0,-4947982.0,10087.0,2639789.0,
2018,CELC,,-7480815.0,-7932538.0,6325995.0,1606543.0,,,,,629608.0,-6076269.0,10186.0,15944609.0,
2019,CELC,,-7359364.0,-7805301.0,6269308.0,1535993.0,,,,,380201.0,-5998711.0,10254.0,18735002.0,
2020,CELC,52.98965,,,,,,,,,,,,,
2015,CFRX,,-25120964.0,-25065337.0,15004512.0,10060825.0,,,,,8157.0,,2748.0,9972781.0,
2016,CFRX,,-28538399.0,-33532246.0,22101720.0,11430526.0,,,,,113192.0,,4166.0,3806984.0,
2017,CFRX,,-15517658.0,-26563757.0,17314086.0,9249671.0,,,,,,,7366.0,6995046.0,
2018,CFRX,,-37684424.0,-31124425.0,22416651.0,8707774.0,,,,,133488.0,-26258849.0,7941.0,8320317.0,
2019,CFRX,,-12794493.0,-27866448.0,18057025.0,9809423.0,,,,,19999.0,-27427893.0,1533.0,24184140.0,
2020,CFRX,149.3361,,,,,,,,,,,,,
2015,CGIX,,-20184000.0,-21377000.0,5483000.0,14567000.0,18040000.0,,,,1008000.0,-13599000.0,1000.0,19459000.0,-1.185
2016,CGIX,,-15803000.0,-16724000.0,5967000.0,16034000.0,27049000.0,,,,490000.0,-17851000.0,2000.0,9502000.0,-0.6183
2017,CGIX,,-20880000.0,,,,,,,,1284000.0,-13564000.0,3000.0,9541000.0,-0.6395
2018,CGIX,,-20373000.0,,,,,,,,649000.0,-12552000.0,3000.0,161000.0,-1.5590000000000002
2019,CGIX,,-6708000.0,,,,,,,,28000.0,-8660000.0,0.0,3880000.0,-0.7807
2020,CGIX,9.55226,,,,,,,,,,,,,
2015,CHRS,,-223260000.0,-219067000.0,213062000.0,36046000.0,,,,30041000.0,6164000.0,,,158226000.0,-7.2923
2016,CHRS,,-127337000.0,-115931000.0,254440000.0,51597000.0,,,,190106000.0,,,,124947000.0,-0.6098
2017,CHRS,,-238170000.0,-232136000.0,162389000.0,71303000.0,,,,1556000.0,4573000.0,,,126911000.0,-149.1877
2018,CHRS,,-209339000.0,-204416000.0,110239000.0,,0.0,,,,789000.0,-159266000.0,,,
2019,CHRS,,,,,,,,,,1822000.0,28355000.0,,,0.3027
2020,CHRS,1257.165,,,,,,,,,,,,,
2015,CKPT,,,,,,,,,,,,,,-22.4085
2016,CKPT,,,,,,,,,,,,,,-8.6241
2017,CKPT,,,,,,,,,,,,,,-13.2029
2018,CKPT,,,,,,,,,,,,,,-10.4792
2019,CKPT,,-24714000.0,-24850000.0,19325000.0,7233000.0,,,,,,-21373000.0,,,-14.5492
2020,CKPT,176.4155,,,,,,,,,,,,,
2015,CLBS,,,-113849166.0,23899026.0,,22487566.0,,,,3185737.0,-39258331.0,56733.0,20318411.0,-5.0628
2016,CLBS,,,-31335800.0,15108528.0,,35283900.0,,,,2849296.0,-23667682.0,8206.0,14705008.0,
2017,CLBS,,22978700.0,-27593039.0,15842959.0,,,,,,135281.0,-20875882.0,9484.0,29163200.0,
2018,CLBS,,-16167000.0,-16987000.0,7594000.0,,,,,,134000.0,-19986000.0,10000.0,10299000.0,
2019,CLBS,,-19361000.0,-20092000.0,10797000.0,,,,,,0.0,-18882000.0,,,
2020,CLBS,32.65605,,,,,,,,,,,,,
2015,CLDX,,,-129541000.0,100171000.0,33837000.0,5480000.0,,,,4876000.0,,,72108000.0,-23.6389
2016,CLDX,,,-132916000.0,102726000.0,35979000.0,6786000.0,,,,2751000.0,,,42461000.0,-19.5868
2017,CLDX,,,-121527000.0,96171000.0,25003000.0,12743000.0,,,,1788000.0,-99931000.0,,40288000.0,-9.5368
2018,CLDX,,,-156436000.0,66449000.0,19269000.0,,,,,813000.0,-75235000.0,,24310000.0,-16.4013
2019,CLDX,,,-55031000.0,42672000.0,15426000.0,,,,,731000.0,-46415000.0,,11232000.0,-15.4019
2020,CLDX,645.1951,,,,,,,,,,,,,
2015,CLGN,,,,,,,,,,,,,,
2016,CLGN,,,,,,,,,,,,,,
2017,CLGN,,,,,,,,,,,,,,
2018,CLGN,,,,,,,,,,,,,,
2019,CLGN,,,,,,,,,,,,,,
2020,CLGN,0.0,,,,,,,,,,,,,
2015,CLRB,,-5495030.0,-8757865.0,5158874.0,3395360.0,,,,,58470.0,,9.0,3857791.0,
2016,CLRB,,-6180326.0,-9449752.0,4750414.0,4699338.0,,,,,72251.0,,104.0,11444619.0,
2017,CLRB,,-13562290.0,-13600970.0,9465666.0,4135304.0,,,,,346703.0,-11020301.0,167.0,10006421.0,
2018,CLRB,,-13239027.0,-13330764.0,6835229.0,4820073.0,,,,,384993.0,-11442092.0,47.0,13255616.0,
2019,CLRB,,-14092912.0,-14178624.0,8996058.0,5182566.0,,,,,24542.0,-11693708.0,,,
2020,CLRB,32.48449,,,,,,,,,,,,,
2015,CLSN,,,-20846793.0,14659941.0,6686852.0,,,,,,,233952.0,9265144.0,-41.6936
2016,CLSN,,-22053726.0,-20649820.0,14623068.0,6526752.0,,,,,62503.0,-18379364.0,,,-44.1877
2017,CLSN,,-20402176.0,-18468432.0,13078710.0,5889722.0,,,,,38629.0,-16642076.0,,,-41.9769
2018,CLSN,,-11883359.0,-21065044.0,11865523.0,9699521.0,,,,,138399.0,-7041686.0,188322.0,13353543.0,-51.1501
2019,CLSN,,-16851533.0,-20565473.0,13065309.0,8000164.0,,,,,349158.0,-20258982.0,232562.0,6875273.0,-41.1309
2020,CLSN,19.22969,,,,,,,,,,,,,
2015,CLVS,,-119541000.0,-146908000.0,,8238000.0,,,,,,,,278756000.0,
2016,CLVS,,-70728000.0,-67136000.0,,,78000.0,70000.0,78000.0,,,,,216186000.0,-4778.6282
2017,CLVS,,-51883000.0,-63204000.0,,,,,17040000.0,,,,,464198000.0,-6.1809
2018,CLVS,,-99261000.0,-96967000.0,,,,,,,,,,,-3.7928
2019,CLVS,,99501000.0,91659000.0,,,,,,,,,,,-2.6923
2020,CLVS,492.1728,,,,,,,,,,,,,
2015,CLXT,,,,,,,,,,,,,,-4.5708
2016,CLXT,,,,,,,,,,,,,,-30.3484
2017,CLXT,,-25980000.0,,,,,,,,779000.0,,3000.0,56664000.0,-50.7657
2018,CLXT,,-27897000.0,-28115000.0,9846000.0,,,,,,1847000.0,-20252000.0,3000.0,93794000.0,-119.1314
2019,CLXT,,-39612000.0,-39673000.0,12213000.0,18966000.0,,,,,2969000.0,-31951000.0,,,-5.4376
2020,CLXT,136.4928,,,,,,,,,,,,,
2015,CMPI,,,,,,,,,,,,,,
2016,CMPI,,,,,,,,,,,,,,
2017,CMPI,,,,,,,,,,,,,,
2018,CMPI,,,,,,,,,,,,,,
2019,CMPI,,,,,,,,,,,,,,
2020,CMPI,0.0,,,,,,,,,,,,,
2015,CMRX,,-117372000.0,-118251000.0,97190000.0,31823000.0,10762000.0,,,,2211000.0,-99890000.0,,20605000.0,-10.9878
2016,CMRX,,,-77952000.0,58647000.0,25007000.0,5702000.0,,,,841000.0,-63815000.0,,51463000.0,-13.671
2017,CMRX,,,-72102000.0,49448000.0,27148000.0,4494000.0,,,,151000.0,-50125000.0,,18548000.0,-16.3022
2018,CMRX,,,-71605000.0,55239000.0,23582000.0,,,,,181000.0,-53725000.0,,81106000.0,-9.9713
2019,CMRX,,,-115983000.0,,21169000.0,,,,,158000.0,-75181000.0,,16901000.0,-9.2446
2020,CMRX,175.3694,,,,,,,,,,,,,
2015,CNCE,,24174000.0,,,,,,,,868000.0,,22000.0,92510000.0,0.3715
2016,CNCE,,-50720000.0,,,,,,,,770000.0,,22000.0,40555000.0,-294.0632
2017,CNCE,,95639000.0,,,,,,,,947000.0,,23000.0,27665000.0,0.6339
2018,CNCE,,-56024000.0,,,,,,,,2869000.0,-48029000.0,23000.0,17770000.0,-5.2912
2019,CNCE,,-78166000.0,,,,,,,,685000.0,-48761000.0,24000.0,53043000.0,-73.3658
2020,CNCE,353.4659,,,,,,,,,,,,,
2015,CNST,,,,,,,,,,,,,,
2016,CNST,,,,,,,,,,,,,,
2017,CNST,,,,,,,,,,,,,,
2018,CNST,,-59925000.0,-61244000.0,48769000.0,12475000.0,,,,,476000.0,-48823000.0,,,
2019,CNST,,-85550000.0,-86055000.0,66459000.0,19596000.0,,,,,699000.0,-72248000.0,,,
2020,CNST,1149.501,,,,,,,,,,,,,
2015,CNTG,,,,,,,,,,,,,,
2016,CNTG,,,,,,,,,,,,,,-0.1784
2017,CNTG,,,,,,,,,,,,,,-0.1406
2018,CNTG,,,,,,,,,,,,,,-0.262
2019,CNTG,,,,,,,,,,,,,,-0.38299999999999995
2020,CNTG,259.0569,,,,,,,,,,,,,
2015,COGT,,,,,,,,,,,,,,
2016,COGT,,-29086000.0,-34038000.0,,54094000.0,,,,186836000.0,762000.0,2099000.0,,10089000.0,
2017,COGT,,-53206000.0,-42518000.0,,76990000.0,,,,220268000.0,1247000.0,2352000.0,,16629000.0,
2018,COGT,,-17932000.0,11372000.0,5279000.0,36007000.0,,,,,238000.0,23484000.0,38000.0,17769000.0,
2019,COGT,,,,,,,,,,,,,,
2020,COGT,0.0,,,,,,,,,,,,,
2015,CPRX,,-20232958.0,,,,,,,,23465.0,,82851.0,28235016.0,
2016,CPRX,,-18072452.0,,,,,,,,96061.0,,82972.0,13893064.0,
2017,CPRX,,-18412377.0,,,,,,,,,,102549.0,57496702.0,
2018,CPRX,,,,,,,,,,92018.0,-25704406.0,102739.0,16559400.0,-70.5903
2019,CPRX,,31875337.0,31823259.0,18842752.0,,,,,,19369.0,34611473.0,103397.0,89511710.0,0.3111
2020,CPRX,330.0484,,,,,,,,,,,,,
2015,CRBP,,-8850739.0,-8853693.0,5888659.0,3613416.0,648382.0,,,,114037.0,,,12338275.0,-13.6551
2016,CRBP,,-19998675.0,-19985058.0,15436735.0,6459747.0,1911424.0,,,,353032.0,,4468.0,14992257.0,-10.4556
2017,CRBP,,-10693690.0,-10861926.0,8286682.0,2575244.0,,,,,,,5560.0,62537495.0,-13.3443
2018,CRBP,,-55672139.0,-56747707.0,48613957.0,12956022.0,4822272.0,,,,2300416.0,-30067255.0,5725.0,41748468.0,-11.7678
2019,CRBP,,-71453718.0,-77104579.0,89604790.0,23643357.0,,,,,2742541.0,-45720728.0,6467.0,31748686.0,-2.1333
2020,CRBP,82.52926,,,,,,,,,,,,,
2015,CRDF,,,,,,,,,,,,,,-80.7955
2016,CRDF,,,,,,,,,,,,,,-105.3497
2017,CRDF,,,,,,,,,,,,,,-53.9209
2018,CRDF,,,,,,,,,,,,,,-45.028
2019,CRDF,,,,,,,,,,,,,,-68.1785
2020,CRDF,404.3577,,,,,,,,,,,,,
2015,CRIS,,-58981030.0,,,,,,,,47985.0,,1302132.0,33091165.0,-7.1691
2016,CRIS,,-60411000.0,-58039000.0,,15588000.0,7527000.0,,,,329000.0,-35811000.0,1423000.0,26038000.0,-7.7108
2017,CRIS,,-53317000.0,-49760000.0,,14066000.0,9898000.0,,,,188000.0,-48355000.0,1654000.0,38288000.0,-5.0273
2018,CRIS,,-32600000.0,-29333000.0,,14785000.0,,,,,85000.0,-30065000.0,332000.0,23636000.0,-2.8129
2019,CRIS,,-32100000.0,,,,,,,,41000.0,-26205000.0,,,-2.784
2020,CRIS,61.94806,,,,,,,,,,,,,
2015,CRNX,,,,,,,,,,,,,,
2016,CRNX,,,,,,,,,,,,,,-10.2615
2017,CRNX,,,,,,,,,,,,,,-4.4631
2018,CRNX,,-27115000.0,-28710000.0,24479000.0,6659000.0,,,,,1059000.0,-19459000.0,,,-11.8245
2019,CRNX,,-50422000.0,-53832000.0,41506000.0,13519000.0,,,,,492000.0,-46381000.0,,,-45.1232
2020,CRNX,458.3971,,,,,,,,,,,,,
2015,CRSP,,,,,,,,,,,,,,-104.166
2016,CRSP,,-23177000.0,-68130000.0,42238000.0,31056000.0,5164000.0,,,,3016000.0,,,315520000.0,-10.9698
2017,CRSP,,-68357000.0,-64648000.0,69800000.0,35845000.0,40997000.0,,,,,,,239758000.0,-1.5769
2018,CRSP,,-164981000.0,-158943000.0,113773000.0,48294000.0,3124000.0,,,,2773000.0,-96239000.0,,,-50.878
2019,CRSP,,66858000.0,46740000.0,179362000.0,63488000.0,289590000.0,,,,6684000.0,56677000.0,,,0.1614
2020,CRSP,6501.434,,,,,,,,,,,,,
2015,CRTX,,,,,,,,,,,,,,
2016,CRTX,,,,,,,,,,,,,,
2017,CRTX,,,,,,,,,,,,,,
2018,CRTX,,,,,,,,,,,,,,
2019,CRTX,,-36980000.0,-39168000.0,30214000.0,8954000.0,,,,,55000.0,-33277000.0,,,
2020,CRTX,1468.191,,,,,,,,,,,,,
2015,CRVS,,,,,,,,,,,,,,
2016,CRVS,,-36375000.0,-36976000.0,29356000.0,7620000.0,,,,,2199000.0,,,5050000.0,
2017,CRVS,,-55663000.0,-56524000.0,46305000.0,10219000.0,,,,,266000.0,-46212000.0,,45106000.0,
2018,CRVS,,-46939000.0,-49222000.0,38586000.0,10636000.0,,,,,355000.0,-40988000.0,,,
2019,CRVS,,-46672000.0,-48854000.0,37975000.0,10879000.0,,,,,25000.0,-37321000.0,,,
2020,CRVS,111.0215,,,,,,,,,,,,,
2015,CSTL,,,,,,,,,,,,,,
2016,CSTL,,,,,,,,,,,,,,
2017,CSTL,,,,,,,,,,,,,,-0.7925
2018,CSTL,,,,,,,,,,,,,,-0.1683
2019,CSTL,,5277000.0,7328000.0,7385000.0,,,,,,937000.0,7015000.0,,98845000.0,0.2418
2020,CSTL,1020.323,,,,,,,,,,,,,
2015,CTIC,,-119422000.0,-116666000.0,,,16116000.0,1940000.0,3472000.0,,78000.0,,,128182000.0,-7.2391
2016,CTIC,,-52009000.0,-49162000.0,,,57405000.0,1377000.0,4331000.0,,137000.0,,,44002000.0,-0.8564
2017,CTIC,,-40670000.0,-39519000.0,,,25146000.0,364000.0,853000.0,,49000.0,-39296000.0,,27218000.0,-1.5716
2018,CTIC,,-29320000.0,-32899000.0,,,,,,,33000.0,-39824000.0,58000.0,36439000.0,-1.2514
2019,CTIC,,-40020000.0,-40711000.0,,,,,,,0.0,-27822000.0,,,-12.1707
2020,CTIC,258.0087,,,,,,,,,,,,,
2015,CTMX,,-35374000.0,-33203000.0,28357000.0,12558000.0,7712000.0,,,,1594000.0,,,59822000.0,-4.3054
2016,CTMX,,-58900000.0,-59586000.0,54755000.0,19874000.0,15043000.0,,,,2176000.0,,,104645000.0,-3.9610000000000003
2017,CTMX,,-43099000.0,-46259000.0,92277000.0,25605000.0,71623000.0,,,,1559000.0,,,177548000.0,-0.6459
2018,CTMX,,-84604000.0,-77874000.0,103866000.0,33510000.0,59502000.0,,,,3788000.0,-75521000.0,,,-1.3088
2019,CTMX,,102238000.0,110895000.0,131619000.0,36765000.0,,,,,3497000.0,140480000.0,,,-1.929
2020,CTMX,312.2595,,,,,,,,,,,,,
2015,CUE,,,,,,,,,,,,,,
2016,CUE,,,,,,,,,,,,,,
2017,CUE,,,,,,,,,,,,,,
2018,CUE,,-38980313.0,-38696658.0,28544051.0,11295211.0,,,,,1854246.0,-26410968.0,,,-33.8672
2019,CUE,,-36698957.0,-36769247.0,27487485.0,12740093.0,,,,,46353.0,-30796910.0,,,-10.6321
2020,CUE,376.6693,,,,,,,,,,,,,
2015,CVAC,,,,,,,,,,,,,,
2016,CVAC,,,,,,,,,,,,,,
2017,CVAC,,,,,,,,,,,,,,
2018,CVAC,,,,,,,,,,,,,,
2019,CVAC,,,,,,,,,,,,,,
2020,CVAC,0.0,,,,,,,,,,,,,
2015,CVM,,-34674646.0,-34296545.0,20949208.0,13797964.0,,,,,73399.0,-23833333.0,1123606.0,5726682.0,-50.2154
2016,CVM,,,,,,,,,,,,,,-82.9538
2017,CVM,,-14363287.0,-21338313.0,15606985.0,5800348.0,,,,,10525.0,-13791894.0,119031.0,2369438.0,-309.1613
2018,CVM,,-31837205.0,-16772246.0,9400306.0,7848496.0,,,,,1015.0,-13389558.0,280346.0,10310044.0,-35.1944
2019,CVM,,-22134640.0,-20195106.0,12659287.0,7998573.0,,,,,177779.0,-16320685.0,352318.0,8444774.0,-43.6415
2020,CVM,506.3617,,,,,,,,,,,,,
2015,CWBR,,,,,,,,,,,,,,
2016,CWBR,,,,,,,,,,,,,,
2017,CWBR,,,,,,,,,,,,,,
2018,CWBR,,-15705865.0,-15334330.0,10034613.0,5299717.0,,,,,423342.0,-10130380.0,42578.0,5722342.0,
2019,CWBR,,-13044772.0,-12583034.0,6631928.0,5951106.0,,,,,149545.0,-10106105.0,43069.0,12563853.0,
2020,CWBR,53.03736,,,,,,,,,,,,,
2015,CYCC,,,,,,,,,,,,,,-8.3179
2016,CYCC,,,,,,,,,,,,,,-16.7853
2017,CYCC,,,,,,,,,,,,,,
2018,CYCC,,,,,,,,,,,,,,-63.6533
2019,CYCC,,-7830000.0,-9682000.0,4658000.0,,,,,,10000.0,-9447000.0,,,
2020,CYCC,18.33722,,,,,,,,,,,,,
2015,CYCN,,,,,,,,,,,,,,
2016,CYCN,,,,,,,,,,,,,,
2017,CYCN,,,,,,,,,,,,,,
2018,CYCN,,,,,,,,,,,,,,
2019,CYCN,,-123008000.0,-125037000.0,95140000.0,34404000.0,,,,,6888000.0,-102215000.0,,,-27.7428
2020,CYCN,89.54935,,,,,,,,,,,,,
2015,CYTK,,-37501000.0,-37407000.0,46398000.0,19667000.0,28658000.0,,,,562000.0,,40000.0,65076000.0,-1.3053
2016,CYTK,,16453000.0,18687000.0,59897000.0,27823000.0,106407000.0,,,,1596000.0,,41000.0,66874000.0,0.1756
2017,CYTK,,-127790000.0,-113396000.0,90296000.0,36468000.0,13368000.0,,,,2877000.0,,,125206000.0,-8.4826
2018,CYTK,,-106289000.0,-88916000.0,89135000.0,31282000.0,,,,,889000.0,-101215000.0,,,-2.8226
2019,CYTK,,-121692000.0,-98867000.0,86125000.0,39610000.0,,,,,2619000.0,-90907000.0,,,-3.6797
2020,CYTK,1155.572,,,,,,,,,,,,,
2015,DCPH,,,,,,,,,,,,,11657287.0,
2016,DCPH,,,,,,,,,,,,,,
2017,DCPH,,-50284000.0,-50935000.0,39514000.0,11421000.0,0.0,,,,406000.0,2994040.0,,196754000.0,
2018,DCPH,,-99854000.0,-104099000.0,82887000.0,21212000.0,0.0,,,,1125000.0,-86783000.0,377000.0,293764000.0,
2019,DCPH,,192256000.0,200726000.0,157610000.0,68116000.0,,,,,4935000.0,149296000.0,,,-8.029
2020,DCPH,3611.495,,,,,,,,,,,,,
2015,DFFN,,,-23827032.0,3852973.0,7912116.0,,,,,28227.0,-9599585.0,,,
2016,DFFN,,-18036619.0,-18371729.0,7252241.0,11094146.0,,,,,2331.0,-10768265.0,,,
2017,DFFN,,-1364518.0,-11348447.0,5088621.0,6191845.0,,,,,447823.0,-12332355.0,,,
2018,DFFN,,-18369810.0,-18958746.0,5751940.0,6167177.0,,,,,,-10772816.0,,,
2019,DFFN,,-11799379.0,-11551796.0,6619597.0,4834284.0,,,,,,-9858375.0,,,
2020,DFFN,53.11859000000001,,,,,,,,,,,,,
2015,DMAC,,,,,,,,,,,,,,
2016,DMAC,,,,,,,,,,,,,,
2017,DMAC,,,,,,,,,,,,,,
2018,DMAC,,-5734000.0,-6761000.0,4522000.0,2739000.0,,,,,50000.0,-5696000.0,,,-13.522
2019,DMAC,,-10649000.0,-11593000.0,7900000.0,3693000.0,,,,,2000.0,-9102000.0,,3883000.0,
2020,DMAC,80.76541,,,,,,,,,,,,,
2015,DMTK,,,,,,,,,,,,,,
2016,DMTK,,,,,,,,,,,,,,
2017,DMTK,,,,,,,,,,,,,,
2018,DMTK,,,,,,,,,,,,,,
2019,DMTK,,-19689000.0,-17605000.0,2497000.0,8865000.0,,,,,210000.0,-17791000.0,,,-4.9575
2020,DMTK,252.5398,,,,,,,,,,,,,
2015,DNLI,,,,,,,,,,,,,,
2016,DNLI,,,,,,,,,,,,,,
2017,DNLI,,,,,,,,,,,,,,
2018,DNLI,,36240000.0,46372000.0,143183000.0,32349000.0,,,,,3393000.0,50116000.0,,,-0.359
2019,DNLI,,197614000.0,213184000.0,193382000.0,46480000.0,,,,,17919000.0,151576000.0,,,-7.9910000000000005
2020,DNLI,4360.146,,,,,,,,,,,,,
2015,DRNA,,-62839000.0,-63027000.0,43971000.0,19240000.0,184000.0,,,,1134000.0,,2000.0,56058000.0,-342.538
2016,DRNA,,-59513000.0,-59748000.0,41694000.0,18349000.0,295000.0,,,,449000.0,,2000.0,20865000.0,-202.5356
2017,DRNA,,-60048000.0,-60587000.0,36983000.0,25881000.0,2277000.0,,,,133000.0,,5000.0,68789000.0,-58.9699
2018,DRNA,,-88853000.0,-90352000.0,45711000.0,21685000.0,,,,,359000.0,18298000.0,7000.0,54239000.0,-14.6295
2019,DRNA,,-120459000.0,-128186000.0,109300000.0,42751000.0,,,,,6349000.0,-692000.0,,,-5.3625
2020,DRNA,1443.761,,,,,,,,,,,,,
2015,DTIL,,,,,,,,,,,,,,
2016,DTIL,,,,,,,,,,,,,,-1.2584
2017,DTIL,,,,,,,,,,,,,,-3.389
2018,DTIL,,,,,,,,,,,,,,-4.4025
2019,DTIL,,-92877000.0,-87204000.0,82416000.0,27026000.0,,,,,,-71015000.0,,,-3.9214
2020,DTIL,365.3668,,,,,,,,,,,,,
2015,DVAX,,-106794000.0,-105073000.0,86943000.0,22180000.0,4050000.0,,,,6970000.0,,,44812000.0,-26.3565
2016,DVAX,,-112444000.0,-110707000.0,84493000.0,37257000.0,11043000.0,,,,7757000.0,,,24289000.0,-10.0251
2017,DVAX,,-95154000.0,-96005000.0,64988000.0,,327000.0,,,,669000.0,,,26584000.0,-293.5933
2018,DVAX,,-158899000.0,-153319000.0,74951000.0,,,,,,4187000.0,-131301000.0,,,-18.702
2019,DVAX,,152600000.0,134843000.0,62331000.0,,,,,,22401000.0,121252000.0,,,-3.8287
2020,DVAX,455.5683,,,,,,,,,,,,,
2015,DYAI,,,,,,,,,,,,,,-4.676
2016,DYAI,,,,,,,,,,,,,,-6.5025
2017,DYAI,,,,,,,,,,,,,,-3.6506
2018,DYAI,,-5691756.0,-7592445.0,2101628.0,4522676.0,,,,,,-4407189.0,38967.0,2386314.0,-5.8609
2019,DYAI,,8307965.0,9282589.0,3087597.0,5519922.0,,,,,,5782892.0,39613.0,4823544.0,-5.5218
2020,DYAI,204.4673,,,,,,,,,,,,,
2015,DYN,,50000000.0,64000000.0,,128000000.0,,2028000000.0,,,275000000.0,94000000.0,1000000.0,505000000.0,
2016,DYN,,,-640000000.0,,,,2281000000.0,,,,676000000.0,,,
2017,DYN,,76000000.0,-412000000.0,,189000000.0,,2932000000.0,,,224000000.0,585000000.0,1000000.0,365000000.0,
2018,DYN,,,,,,,,,,,,,,
2019,DYN,,,,,,,,,,,,,,
2020,DYN,0.0,,,,,,,,,,,,,
2015,EBS,,62870000.0,,,,,,,,44812000.0,,40000.0,312795000.0,0.2892
2016,EBS,,51776000.0,,,,,,,,76257000.0,,41000.0,,0.2159
2017,EBS,,82594000.0,,,,,,,,54828000.0,208139000.0,50000.0,178292000.0,0.2216
2018,EBS,,62700000.0,,,,,,,,72100000.0,41800000.0,100000.0,112200000.0,0.1148
2019,EBS,,54500000.0,114100000.0,226200000.0,,,,,,86900000.0,188000000.0,100000.0,167800000.0,0.1032
2020,EBS,5086.611,,,,,,,,,,,,,
2015,EDIT,,,,,,,,,,,,,,-21.6771
