year,symbol,marketCap,NetIncomeLoss,OperatingIncomeLoss,ResearchAndDevelopmentExpense,GeneralAndAdministrativeExpense,Revenues,CostOfGoodsSold,SalesRevenueGoodsNet,SalesRevenueNet,PaymentsToAcquirePropertyPlantAndEquipment,NetCashProvidedByUsedInOperatingActivities,CommonStockValue,CashAndCashEquivalentsAtCarryingValue,operatingMargin
2019,SRPT,,235703000.0,230219000.0,,,100113000.0,,,,,,,835080000.0,-1.8527
2020,SRPT,10818.05,,,,,,,,,,,,,
2015,SRRA,,,,,,,,,,,,,,
2016,SRRA,,-47867000.0,-48075000.0,33895000.0,14180000.0,,,,,,,30000.0,109007000.0,
2017,SRRA,,-42015000.0,-42619000.0,30157000.0,12462000.0,,,,,,,52000.0,100348000.0,
2018,SRRA,,-53335000.0,-55417000.0,41078000.0,14339000.0,,,,,118000.0,-45115000.0,74000.0,106046000.0,
2019,SRRA,,-88275000.0,-66992000.0,53249000.0,13743000.0,,,,,39000.0,-51183000.0,,,
2020,SRRA,132.5456,,,,,,,,,,,,,
2015,SRRK,,,,,,,,,,,,,,
2016,SRRK,,,,,,,,,,,,,,-42.7704
2017,SRRK,,,,,,,,,,,,,,
2018,SRRK,,-49326000.0,-50692000.0,36310000.0,14382000.0,,,,,1492000.0,24571000.0,,,
2019,SRRK,,-51000000.0,-54542000.0,54217000.0,20817000.0,,,,,3115000.0,-63115000.0,,,-2.6616
2020,SRRK,422.4281,,,,,,,,,,,,,
2015,STOK,,,,,,,,,,,,,,
2016,STOK,,,,,,,,,,,,,,
2017,STOK,,,,,,,,,,,,,,
2018,STOK,,,,,,,,,,,,,,
2019,STOK,,-32325000.0,-35678000.0,23764000.0,11914000.0,,,,,1635000.0,-31055000.0,,,
2020,STOK,1335.295,,,,,,,,,,,,,
2015,STRO,,,,,,,,,,,,,,
2016,STRO,,,,,,,,,,,,,,0.0228
2017,STRO,,,,,,,,,,,,,,-0.3725
2018,STRO,,-35317000.0,,,,,,,,1557000.0,12683000.0,,,-0.9689
2019,STRO,,55744000.0,55468000.0,65612000.0,32592000.0,,,,,,65023000.0,,,-1.2979
2020,STRO,441.3119,,,,,,,,,,,,,
2015,SURF,,,,,,,,,,,,,,
2016,SURF,,,,,,,,,,,,,,-2.6316
2017,SURF,,,,,,,,,,,,,,-3.5379
2018,SURF,,-6597000.0,-9151000.0,52492000.0,16076000.0,,,,,2019000.0,-13222000.0,,,-0.111
2019,SURF,,-54789000.0,-57366000.0,52118000.0,20608000.0,,,,,1538000.0,-60140000.0,,,-3.5669999999999997
2020,SURF,381.9011,,,,,,,,,,,,,
2015,SVA,,,,,,,,,,,,,,0.0548
2016,SVA,,,,,,,,,,,,,,0.006999999999999999
2017,SVA,,,,,,,,,,,,,,0.2605
2018,SVA,,,,,,,,,,,,,,0.1973
2019,SVA,,,,,,,,,,,,,,0.2786
2020,SVA,639.904,,,,,,,,,,,,,
2015,SVRA,,,,,,,,,,,,,,
2016,SVRA,,,,,,,,,,,,,,-284.8125
2017,SVRA,,-29797000.0,-29956000.0,,11081000.0,0.0,,,,495000.0,,,22121000.0,
2018,SVRA,,-61516000.0,-70045000.0,,10654000.0,,,,,141000.0,-39275000.0,,,
2019,SVRA,,-78173000.0,-79025000.0,,13081000.0,,,,,148000.0,-45123000.0,,,
2020,SVRA,63.87166,,,,,,,,,,,,,
2015,SWTX,,,,,,,,,,,,,,
2016,SWTX,,,,,,,,,,,,,,
2017,SWTX,,,,,,,,,,,,,,
2018,SWTX,,,,,,,,,,,,,,
2019,SWTX,,-58306000.0,-59239000.0,42545000.0,16694000.0,,,,,670000.0,-47444000.0,,,
2020,SWTX,2876.066,,,,,,,,,,,,,
2015,SYBX,,,,,,,,,,,,,,
2016,SYBX,,,,,,,,,,,,,,-47.2162
2017,SYBX,,-40377000.0,-40824000.0,30341000.0,12927000.0,2444000.0,,,,2578000.0,,,,-16.7038
2018,SYBX,,-48435000.0,-51230000.0,38034000.0,15716000.0,2520000.0,,,,5654000.0,-42470000.0,,,-20.3294
2019,SYBX,,-51373000.0,-54409000.0,41905000.0,14728000.0,2224000.0,,,,1251000.0,-75468000.0,,,-24.4645
2020,SYBX,68.33157,,,,,,,,,,,,,
2015,SYN,,-43737000.0,-40980000.0,32906000.0,8074000.0,,,,,28381000.0,447542000.0,91000.0,20818000.0,
2016,SYN,,-27255000.0,-39252000.0,29109000.0,10143000.0,,,,,34317000.0,467767000.0,117000.0,19055000.0,
2017,SYN,,-15174000.0,-26251000.0,18784000.0,7467000.0,,,,,212000.0,-20204000.0,129000.0,17116000.0,
2018,SYN,,-13367000.0,-17571000.0,11844000.0,5727000.0,,,,,7000.0,-17279000.0,15000.0,28918000.0,
2019,SYN,,-15303000.0,-15663000.0,11083000.0,4580000.0,,,,,0.0,-13873000.0,,15000000.0,
2020,SYN,6.06539,,,,,,,,,,,,,
2015,SYRS,,,,,,,,,,,,,,-94.0694
2016,SYRS,,-10965000.0,-11045000.0,8443000.0,2919000.0,,,,,,,,58588000.0,-151.3028
2017,SYRS,,,-15520000.0,11780000.0,3740000.0,,,,,,,,32205000.0,-49.6694
2018,SYRS,,,-18607000.0,15128000.0,4372000.0,893000.0,,,,,,,,-31.3639
2019,SYRS,,,-20171000.0,14277000.0,6402000.0,508000.0,,,,,,,,-39.2235
2020,SYRS,344.5891,,,,,,,,,,,,,
2015,TARA,,,,,,,,,,,,,,
2016,TARA,,,,,,,,,,,,,,
2017,TARA,,,,,,,,,,,,,,
2018,TARA,,,,,,,,,,,,,,
2019,TARA,,-14992000.0,-15254000.0,6438000.0,8816000.0,,,,,16000.0,-15646000.0,,6181000.0,
2020,TARA,224.32,,,,,,,,,,,,,
2015,TBIO,,-32954000.0,-9195000.0,1853000.0,,,,,1653000.0,204000.0,-12378000.0,139000.0,444000.0,
2016,TBIO,,-7616000.0,-7819000.0,1422000.0,,,,,1557000.0,19000.0,-3550000.0,264000.0,110000.0,
2017,TBIO,,,,,,,,,,,,,,
2018,TBIO,,-97395000.0,-104230000.0,58024000.0,22606000.0,,,,,6580000.0,-22133000.0,,55199000.0,-73.4014
2019,TBIO,,-113293000.0,-115769000.0,76369000.0,28632000.0,,,,,3537000.0,-82162000.0,60000.0,84580000.0,-14.8346
2020,TBIO,1041.643,,,,,,,,,,,,,
2015,TCON,,-24410000.0,-23467000.0,25680000.0,5691000.0,,,,,127000.0,,,41373000.0,-2.969
2016,TCON,,-27008000.0,-25976000.0,21566000.0,7859000.0,,,,,3000.0,,,35710000.0,-7.5315
2017,TCON,,-19103000.0,-18210000.0,19355000.0,7610000.0,,,,,39000.0,,,29467000.0,-2.08
2018,TCON,,-34959000.0,-34740000.0,30460000.0,7280000.0,,,,,,-30783000.0,,25136000.0,-11.58
2019,TCON,,-22674000.0,-22296000.0,14530000.0,7766000.0,,,,,,-23650000.0,,,
2020,TCON,65.12231,,,,,,,,,,,,,
2015,TCRR,,,,,,,,,,,,,,
2016,TCRR,,,,,,,,,,,,,,
2017,TCRR,,,,,,,,,,,,,,
2018,TCRR,,,,,,,,,,,,,,
2019,TCRR,,12827000.0,13571000.0,9392000.0,4179000.0,,,,,,,,,
2020,TCRR,696.5566,,,,,,,,,,,,,
2015,TENX,,-14081812.0,-14816743.0,6660387.0,,49286.0,0.0,,,4234.0,-9748794.0,,,
2016,TENX,,-43923904.0,-52650739.0,13139681.0,,0.0,0.0,,,2884.0,-15871300.0,,,
2017,TENX,,-8839682.0,-9205898.0,3527317.0,,,,,,4537.0,-12140517.0,,,
2018,TENX,,-14144049.0,-6893280.0,1239300.0,,,,,,7595.0,-5499461.0,,,
2019,TENX,,-8394363.0,-8555264.0,3471153.0,,,,,,3574.0,-7556177.0,,,
2020,TENX,14.89086,,,,,,,,,,,,,
2015,TGTX,,,-63180016.0,47707223.0,15625174.0,,,,,42217.0,,54095.0,55061329.0,-414.6215
2016,TGTX,,,,,,,,,,,,,25031280.0,-518.2382
2017,TGTX,,,,,,,,,,,,,56717847.0,-779.0507
2018,TGTX,,,,,,152000.0,,,,,,,41958000.0,-1147.3684
2019,TGTX,,,,,,,,,,,,,,-1112.2039
2020,TGTX,3419.5290000000005,,,,,,,,,,,,,
2015,THTX,,,,,,,,,,,,,,0.1379
2016,THTX,,,,,,,,,,,,,,0.1062
2017,THTX,,,,,,,,,,,,,,-0.2589
2018,THTX,,,,,,,,,,,,,,-0.0788
2019,THTX,,,,,,,,,,,,,,-0.1347
2020,THTX,206.9769,,,,,,,,,,,,,
2015,TNXP,,-48054000.0,-48162000.0,35504000.0,12658000.0,,,,,118000.0,,19000.0,19175000.0,
2016,TNXP,,-38842000.0,,28533000.0,,,,,,,,,18941000.0,
2017,TNXP,,-21123000.0,-21291000.0,13342000.0,7949000.0,,,,,5000.0,-19128000.0,8000.0,25496000.0,
2018,TNXP,,,,,,,,,,,,,,
2019,TNXP,,-28618000.0,-28828000.0,18192000.0,10636000.0,,,,,17000.0,-26683000.0,9000.0,11249000.0,
2020,TNXP,87.24042,,,,,,,,,,,,,
2015,TPTX,,,,,,,,,,,,,,
2016,TPTX,,,,,,,,,,,,,,
2017,TPTX,,,,,,,,,,,,,,
2018,TPTX,,,,,,,,,,,,,,
2019,TPTX,,-72131000.0,-77724000.0,57943000.0,19781000.0,,,,,1744000.0,-57757000.0,,48188000.0,
2020,TPTX,4324.8409999999985,,,,,,,,,,,,,
2015,TRIL,,,,,,,,,,,,,,
2016,TRIL,,,,,,,,,,,,,,
2017,TRIL,,,,,,,,,,,,,,
2018,TRIL,,,,,,,,,,,,,,
2019,TRIL,,,,,,,,,,,,,,-285.7903
2020,TRIL,1670.818,,,,,,,,,,,,,
2015,TRVN,,-50528240.0,-50621167.0,44074157.0,12797010.0,6250000.0,,,,361247.0,,,46773566.0,-8.0994
2016,TRVN,,-102994000.0,-102283000.0,89956000.0,16077000.0,3750000.0,,,,605000.0,,,,-27.2755
2017,TRVN,,-71900000.0,-70387000.0,48974000.0,19639000.0,0.0,,,,3495000.0,,62000.0,16557000.0,
2018,TRVN,,-30784000.0,-30498000.0,15824000.0,18979000.0,,,,,169000.0,-25375000.0,,,-5.3207
2019,TRVN,,-24871000.0,-26580000.0,13291000.0,13212000.0,,,,,,-23667000.0,,,-857.4194
2020,TRVN,396.2054,,,,,,,,,,,,,
2015,TSHA,,,,,,,,,,,,,,
2016,TSHA,,,,,,,,,,,,,,
2017,TSHA,,,,,,,,,,,,,,
2018,TSHA,,,,,,,,,,,,,,
2019,TSHA,,,,,,,,,,,,,,
2020,TSHA,0.0,,,,,,,,,,,,,
2015,TTOO,,-12032000.0,-11545000.0,6638000.0,,,910000.0,343000.0,1011000.0,,,,73662000.0,-15.4223
2016,TTOO,,-14549000.0,-12907000.0,5851000.0,,,2171000.0,579000.0,910000.0,,,,73488000.0,-12.4701
2017,TTOO,,-18193000.0,-14366000.0,4156000.0,,,6306000.0,1335000.0,1661000.0,,,,41799000.0,-11.5414
2018,TTOO,,-15149000.0,-13594000.0,3297000.0,,,,,,,,,,-4.2943
2019,TTOO,,-59006000.0,-52058000.0,16326000.0,,,,,,761000.0,-45361000.0,,11033000.0,-6.2457
2020,TTOO,196.7726,,,,,,,,,,,,,
2015,TWST,,,,,,,,,,,,,,
2016,TWST,,,,,,,,,,,,,,-19.2402
2017,TWST,,,,,,,,,,,,,,-5.4316
2018,TWST,,,,,,,,,,,,,,-2.775
2019,TWST,,-107669000.0,-108850000.0,35683000.0,,,,,,14757000.0,-87937000.0,,,-2.0015
2020,TWST,3839.676,,,,,,,,,,,,,
2015,TYME,,,,,,,,,,,,,,
2016,TYME,,,,,,,,,,,,,,
2017,TYME,,,,,,,,,,,,,,
2018,TYME,,-5313133.0,-5313133.0,2437392.0,2875741.0,,,,,,,10125.0,28975822.0,
2019,TYME,,-11197245.0,-9969242.0,3740049.0,3758287.0,,,,,,,,14302328.0,
2020,TYME,122.9357,,,,,,,,,,,,,
2015,UBX,,,,,,,,,,,,,,
2016,UBX,,,,,,,,,,,,,,
2017,UBX,,,,,,,,,,,,,,-33.0014
2018,UBX,,-76398000.0,-79465000.0,58907000.0,16016000.0,,,,,1264000.0,-56623000.0,,,
2019,UBX,,-82177000.0,-89651000.0,70957000.0,20046000.0,,,,,1586000.0,-72421000.0,,,
2020,UBX,219.0885,,,,,,,,,,,,,
2015,URGN,,,,,,,,,,,,,,
2016,URGN,,,,,,,,,,,,,,0.0455
2017,URGN,,,,,,,,,,,,,,-2.4455
2018,URGN,,-75657000.0,-77180000.0,,39571000.0,1128000.0,,,,560000.0,-37334000.0,,,-68.422
2019,URGN,,105146000.0,109478000.0,49297000.0,60199000.0,,,,,325000.0,71017000.0,,,-6082.1111
2020,URGN,470.6486,,,,,,,,,,,,,
2015,UTHR,,,,,,,,,,49792000.0,,,831798000.0,0.4769
2016,UTHR,,,,,,,,,,38000000.0,,,1023000000.0,0.6641
2017,UTHR,,,,,,,,,,86300000.0,474200000.0,,705100000.0,0.4436
2018,UTHR,,,,,,,,,,184400000.0,778400000.0,,669200000.0,0.4619
2019,UTHR,,,,,,,,,,83700000.0,206600000.0,,738400000.0,-0.1309
2020,UTHR,5452.88,,,,,,,,,,,,,
2015,VBIV,,-13895737.0,,,,,,,,77765.0,,,7282312.0,-11.4796
2016,VBIV,,-23205000.0,-24850000.0,9966000.0,11761000.0,548000.0,,,,585000.0,-18517000.0,133312000.0,32282000.0,-45.3467
2017,VBIV,,-38995000.0,,,,,,,,640000.0,-31381000.0,201806000.0,67694000.0,-43.0983
2018,VBIV,,-63600000.0,-60408000.0,38467000.0,20787000.0,,,,,5993000.0,-45533000.0,246417000.0,59270000.0,-18.0054
2019,VBIV,,-54813000.0,-52399000.0,26332000.0,14092000.0,,,,,3673000.0,-48712000.0,284965000.0,44213000.0,-23.5925
2020,VBIV,1179.112,,,,,,,,,,,,,
2015,VBLT,,,,,,,,,,,,,,
2016,VBLT,,,,,,,,,,,,,,
2017,VBLT,,,,,,,,,,,,,,-0.7685
2018,VBLT,,,,,,,,,,,,,,-36.2513
2019,VBLT,,,,,,,,,,,,,,-35.6121
2020,VBLT,55.56045,,,,,,,,,,,,,
2015,VCEL,,,,,,,,,,,,,,-0.3258
2016,VCEL,,,,,,,,,,,,,,-0.3539
2017,VCEL,,,,,,,,,,,,,,-0.2479
2018,VCEL,,,,,,,,,,,,,,-0.0522
2019,VCEL,,9665000.0,11251000.0,30391000.0,,117850000.0,,,,2616000.0,7183000.0,,,-0.0955
2020,VCEL,938.9459,,,,,,,,,,,,,
2015,VCNX,,,,,,,,,,,,,,
2016,VCNX,,,,,,,,,,,,,,-64.1108
2017,VCNX,,,,,,,,,,,,,,-234.4889
2018,VCNX,,-29518000.0,-27281000.0,22353000.0,4619000.0,,,,,235000.0,-25276000.0,,5618000.0,-40.9669
2019,VCNX,,-31863000.0,-32015000.0,25670000.0,6669000.0,,,,,78000.0,-30715000.0,,,-61.2141
2020,VCNX,37.63243,,,,,,,,,,,,,
2015,VCYT,,,-33466000.0,12796000.0,22583000.0,,,,49503000.0,6165000.0,,,39084000.0,-0.6759999999999999
2016,VCYT,,,-28803000.0,15324000.0,23787000.0,,,,65085000.0,4210000.0,,34000.0,59200000.0,-0.4425
2017,VCYT,,,-26538000.0,13881000.0,23088000.0,,,,71953000.0,1755000.0,-23915000.0,34000.0,33891000.0,-0.3688
2018,VCYT,,,-22233000.0,14820000.0,23963000.0,,,,,1874000.0,-13521000.0,41000.0,78000000.0,-0.2416
2019,VCYT,,,15127000.0,14851000.0,29029000.0,,,,,2756000.0,3232000.0,50000.0,159317000.0,-0.1257
2020,VCYT,2107.698,,,,,,,,,,,,,
2015,VIE,,,,,,,,,,,,,,
2016,VIE,,,,,,,,,,,,,,
2017,VIE,,,,,,,,,,,,,,
2018,VIE,,,,,,,,,,,,,,
2019,VIE,,-86429000.0,-89691000.0,,35050000.0,,,,,1101000.0,-105049000.0,,,-1.7938
2020,VIE,1791.696,,,,,,,,,,,,,
2015,VIR,,,,,,,,,,,,,,
2016,VIR,,,,,,,,,,,,,,
2017,VIR,,,,,,,,,,,,,,-30.0949
2018,VIR,,,,,,,,,,,,,,-11.126
2019,VIR,,174683000.0,177979000.0,148472000.0,37598000.0,8091000.0,,,,8940000.0,129632000.0,,109335000.0,-21.9972
2020,VIR,4410.061,,,,,,,,,,,,,
2015,VKTX,,-23403988.0,-11996478.0,6966842.0,5029636.0,0.0,,,,,,,768550.0,
2016,VKTX,,-14731822.0,-13847275.0,9000499.0,4846776.0,0.0,,,,,,,3075502.0,
2017,VKTX,,-20577665.0,-19070189.0,13741186.0,5329003.0,0.0,,,,,,,8988478.0,
2018,VKTX,,-22063000.0,-26161000.0,19040000.0,7121000.0,,,,,,-18755000.0,,24779000.0,
2019,VKTX,,-25779000.0,-32687000.0,23559000.0,9128000.0,,,,,,-24752000.0,,,
2020,VKTX,416.1777,,,,,,,,,,,,,
2015,VNDA,,-39865000.0,-40185000.0,29145000.0,,109925000.0,23462000.0,109925000.0,,2527000.0,,43000.0,50843000.0,-0.3656
2016,VNDA,,-18010000.0,-18571000.0,29156000.0,,146017000.0,,146017000.0,,1407000.0,,44000.0,40426000.0,-0.1272
2017,VNDA,,-15567000.0,,,,,,,,1664000.0,,45000.0,33627000.0,-0.1024
2018,VNDA,,25208000.0,21738000.0,43594000.0,,193118000.0,,,,368000.0,,52000.0,61005000.0,0.1126
2019,VNDA,,115553000.0,22810000.0,48649000.0,,227188000.0,,,,1019000.0,45947000.0,54000.0,45072000.0,0.1004
2020,VNDA,560.1768,,,,,,,,,,,,,
2015,VRTX,,-73731000.0,-53704000.0,310181000.0,,417935000.0,62092000.0,406550000.0,,,,2427000.0,714768000.0,-0.4523
2016,VRTX,,32945000.0,39640000.0,248452000.0,,458706000.0,59646000.0,453882000.0,,,,2450000.0,1183945000.0,0.0058
2017,VRTX,,100684000.0,125737000.0,306664000.0,,651634000.0,83712000.0,621228000.0,,,,2512000.0,1665412000.0,0.0495
2018,VRTX,,1550527000.0,127722000.0,437881000.0,,,,,,,,,,0.2084
2019,VRTX,,583234000.0,551465000.0,,,,,,,,,,,0.2877
2020,VRTX,55109.68,,,,,,,,,,,,,
2015,VSTM,,-11863000.0,-11961000.0,7688000.0,4273000.0,,,,,,,,24870000.0,
2016,VSTM,,,-11800000.0,6892000.0,4908000.0,,,,,,,,32349000.0,
2017,VSTM,,-18235000.0,-18052000.0,11253000.0,6799000.0,,,,,,,,82176000.0,
2018,VSTM,,-11349000.0,-34259000.0,8762000.0,,,,,,,,,,-3.5475
2019,VSTM,,-38774000.0,-33291000.0,12455000.0,,,,,,,,,,-7.5814
2020,VSTM,206.8294,,,,,,,,,,,,,
2015,VTGN,,,,,,,,,,,,,,
2016,VTGN,,-47220500.0,-17850200.0,3931600.0,13918600.0,,,,,26300.0,,2600.0,428500.0,
2017,VTGN,,-2549.0,-2548000.0,1161000.0,1387000.0,0.0,,,,,,9000.0,2921300.0,-8.1988
2018,VTGN,,-4079000.0,-4078000.0,2638000.0,1440000.0,,,,,,,23100.0,10378300.0,
2019,VTGN,,-5723000.0,-5722000.0,3758000.0,1964000.0,,,,,,,42800.0,13100300.0,
2020,VTGN,61.18948,,,,,,,,,,,,,
2015,VTVT,,-27498000.0,-38142000.0,27237000.0,9077000.0,,,,519000.0,104000.0,,,88003000.0,-73.4913
2016,VTVT,,-16352000.0,-55020000.0,44953000.0,9906000.0,,,,634000.0,87000.0,,,51505000.0,-86.7823
2017,VTVT,,-16144000.0,-50682000.0,39640000.0,11333000.0,,,,291000.0,57000.0,,,,-174.1649
2018,VTVT,,-7911000.0,-19824000.0,23035000.0,9223000.0,,,,,5000.0,-26856000.0,,,-1.5943
2019,VTVT,,-13044000.0,-20892000.0,15119000.0,8537000.0,,,,,70000.0,-23018000.0,,,-7.5586
2020,VTVT,117.2378,,,,,,,,,,,,,
2015,VXRT,,,,,,,,,,,,,,-0.7927
2016,VXRT,,,,,,,,,,,,,,-2.7097
2017,VXRT,,,,,,,,,,,,,,-3.0899
2018,VXRT,,-18007000.0,-21756000.0,17275000.0,6681000.0,4159000.0,,,,,,,,-3.6057
2019,VXRT,,-18007000.0,-21756000.0,17275000.0,6681000.0,,,,,707000.0,-14548000.0,,,-1.6107
2020,VXRT,596.6058,,,,,,,,,,,,,
2015,VYGR,,-29672000.0,-20254000.0,27679000.0,9909000.0,17334000.0,,,,1030000.0,,,31309000.0,-1.1685
2016,VYGR,,-40193000.0,-41299000.0,42249000.0,13270000.0,14220000.0,,,,5029000.0,,,36641000.0,-2.9043
2017,VYGR,,-70698000.0,-71863000.0,62260000.0,19738000.0,10135000.0,,,,3985000.0,-61350000.0,,31530000.0,-7.0906
2018,VYGR,,-88288000.0,-91095000.0,64905000.0,33809000.0,,,,,4305000.0,-15887000.0,,,-11.9563
2019,VYGR,,43597000.0,51679000.0,119735000.0,36335000.0,,,,,7718000.0,48666000.0,,,-0.4951
2020,VYGR,412.8642,,,,,,,,,,,,,
2015,WINT,,,,,,,,,,,,,,-52.2715
2016,WINT,,-39490000.0,,,,,,,,281000.0,,,,-18.6268
2017,WINT,,2473000.0,-3498000.0,2418000.0,,,,,102000.0,,,,,-11.262
2018,WINT,,,,,,,,,,,,,,-10.9284
2019,WINT,,-27475000.0,-24893000.0,12687000.0,,198000.0,,,,191000.0,-24663000.0,,,-134.7828
2020,WINT,112.6328,,,,,,,,,,,,,
2015,XBIO,,-12507471.0,,,,,,,,1663.0,,162013.0,,
2016,XBIO,,-54206106.0,,,,,,,,16793.0,,8730.0,,-16.3738
2017,XBIO,,-3595132.0,,,,,,,,9264.0,1494195.0,9040.0,,-0.4705
2018,XBIO,,-7300458.0,,,,,,,,0.0,-6463957.0,9726.0,,
2019,XBIO,,-12775025.0,,,,,,,,,-6399404.0,6092.0,,-754.9402
2020,XBIO,5.64394,,,,,,,,,,,,,
2015,XBIT,,-37483000.0,-37510000.0,31310000.0,6200000.0,,,,,2322000.0,-33308000.0,,,
2016,XBIT,,-50722000.0,-52763000.0,42486000.0,10277000.0,,,,,4746000.0,-46015000.0,,,
2017,XBIT,,-33150000.0,-34059000.0,26424000.0,7635000.0,,,,,1405000.0,-33649000.0,,,
2018,XBIT,,-21138000.0,-20994000.0,15725000.0,5269000.0,,,,,122000.0,-16537000.0,,,
2019,XBIT,,668629000.0,,,,,,,,204000.0,-18270000.0,,,
2020,XBIT,530.7917,,,,,,,,,,,,,
2015,XCUR,,,,,,,,,,,,,,-5.5042
2016,XCUR,,,,,,,,,,,,,,-15.6004
2017,XCUR,,-12039000.0,-11435000.0,14108000.0,7046000.0,9719000.0,,,,926000.0,-19789000.0,4000.0,25764000.0,-1.1766
2018,XCUR,,-22413000.0,-21819000.0,14119000.0,7818000.0,118000.0,,,,94000.0,-19487000.0,4000.0,26268000.0,-184.9068
2019,XCUR,,-26303000.0,-26617000.0,19340000.0,8573000.0,,,,,1082000.0,1317000.0,,,-20.5378
2020,XCUR,145.6717,,,,,,,,,,,,,
2015,XENE,,-15752000.0,-9361000.0,15152000.0,9786000.0,15577000.0,,,,551000.0,,,58651000.0,-0.601
2016,XENE,,-22997000.0,-24817000.0,19828000.0,6792000.0,1803000.0,,,,279000.0,,,17095000.0,-13.7643
2017,XENE,,-30704000.0,-32575000.0,25573000.0,7313000.0,311000.0,,,,315000.0,,,20486000.0,-104.7428
2018,XENE,,-34497000.0,-38016000.0,23634000.0,8382000.0,,,,,507000.0,-34724000.0,,67754000.0,
2019,XENE,,-41595000.0,-42819000.0,38845000.0,10803000.0,,,,,1240000.0,-4632000.0,,,-6.2702
2020,XENE,375.1458,,,,,,,,,,,,,
2015,XFOR,,,,,,,,,,,,,,
2016,XFOR,,,,,,,,,,,,,,
2017,XFOR,,,,,,,,,,,,,,
2018,XFOR,,,,,,,,,,,,,,-13.11
2019,XFOR,,52807000.0,51703000.0,30163000.0,17640000.0,,,,,,48055000.0,16000.0,126184000.0,
2020,XFOR,105.3746,,,,,,,,,,,,,
2015,XLRN,,-63894000.0,-60879000.0,58404000.0,20572000.0,18097000.0,,,,959000.0,-44211000.0,34000.0,27783000.0,-3.364
2016,XLRN,,-57014000.0,-66106000.0,68580000.0,25297000.0,27771000.0,,,,3380000.0,-44695000.0,39000.0,20950000.0,-2.3804
2017,XLRN,,-108454000.0,-109983000.0,89726000.0,33738000.0,13481000.0,,,,4396000.0,-76730000.0,46000.0,100150000.0,-8.1584
2018,XLRN,,-118871000.0,-124414000.0,103902000.0,34503000.0,,,,,2590000.0,-94706000.0,47000.0,144052000.0,-8.8924
2019,XLRN,,124858000.0,136445000.0,153953000.0,,,,,,3287000.0,93804000.0,53000.0,237677000.0,-1.844
2020,XLRN,6549.1219999999985,,,,,,,,,,,,,
2015,XNCR,,-17592000.0,-18338000.0,34140000.0,11960000.0,,,,,1930000.0,,,12590000.0,-0.6605
2016,XNCR,,23625000.0,22540000.0,51872000.0,13108000.0,,,,,1507000.0,,,14528000.0,0.40399999999999997
2017,XNCR,,-48925000.0,-53562000.0,71772000.0,17501000.0,,,,,5311000.0,-33683000.0,,16528000.0,-0.9344
2018,XNCR,,-70409000.0,-79370000.0,97501000.0,22472000.0,,,,,7212000.0,-79756000.0,,,-1.9548
2019,XNCR,,26875000.0,13824000.0,118590000.0,24286000.0,,,,,7353000.0,64374000.0,,,0.0882
2020,XNCR,2259.949,,,,,,,,,,,,,
2015,XOMA,,-20606000.0,,,,,,,,430000.0,,,65767000.0,-0.7242
2016,XOMA,,-53530000.0,,,,,,,,59000.0,,,25742000.0,-11.0636
2017,XOMA,,14596000.0,17031000.0,7875000.0,24337000.0,52690000.0,,,,8000.0,,,43471000.0,0.3109
2018,XOMA,,-13343000.0,-16857000.0,1682000.0,18563000.0,5299000.0,,,,6000.0,-12644000.0,,,-3.1812
2019,XOMA,,-1982000.0,-3885000.0,1253000.0,21002000.0,18370000.0,,,,,-285000.0,,,-0.2115
2020,XOMA,218.8203,,,,,,,,,,,,,
2015,YMAB,,,,,,,,,,,,,,
2016,YMAB,,,,,,,,,,,,,,
2017,YMAB,,,,,,,,,,,,,,
2018,YMAB,,,,,,,,,,234000.0,-41229000.0,,,
2019,YMAB,,,,,,,,,,1965000.0,-73497000.0,,,
2020,YMAB,1655.8010000000004,,,,,,,,,,,,,
2015,YTEN,,,,,,,,,,,,,,-9.2363
2016,YTEN,,,,,,,,,,,,,,-8.8421
2017,YTEN,,,,,,,,,,,,,,-9.8337
2018,YTEN,,,,,,,,,,,,,,-16.7608
2019,YTEN,,,,,,,,,,,,,,-26.8164
2020,YTEN,20.47105,,,,,,,,,,,,,
2015,ZIOP,,-120088000.0,-120100000.0,106785000.0,17647000.0,,,,,412000.0,,132000.0,140717000.0,-27.7239
2016,ZIOP,,-165297000.0,-165307000.0,157791000.0,14377000.0,,,,,551000.0,,132000.0,81053000.0,-24.0937
2017,ZIOP,,-54323000.0,-53493000.0,45084000.0,14798000.0,,,,,737000.0,,143000.0,70946000.0,-8.3727
2018,ZIOP,,-53117000.0,,,,,,,,459000.0,-49457000.0,161000.0,61729000.0,-369.2192
2019,ZIOP,,-117796000.0,,,,,,,,284000.0,-40854000.0,182000.0,79741000.0,
2020,ZIOP,486.1226,,,,,,,,,,,,,
2015,ZLAB,,,,,,,,,,,,,,
2016,ZLAB,,,,,,,,,,,,,,
2017,ZLAB,,,,,,,,,,,,,,
2018,ZLAB,,,,,,,,,,,,,,-1095.157
2019,ZLAB,,,,,,,,,,,,,,-15.6485
2020,ZLAB,15240.11,,,,,,,,,,,,,
2015,ZNTL,,,,,,,,,,,,,,
2016,ZNTL,,,,,,,,,,,,,,
2017,ZNTL,,,,,,,,,,,,,,
2018,ZNTL,,,,,,,,,,,,,,-1698.7857
2019,ZNTL,,,,,,,,,,,,,,
